image_id,num_potholes,x,y,w,h
G0025660,4,2256,1612,170,58
G0025660,4,2442,1728,82,30
G0025660,4,2256,1718,156,72
G0025660,4,2680,1664,146,40
G0025660,4,2256,1612,170,58
G0025660,4,2442,1728,82,30
G0025665,4,3036,1758,208,98
G0025665,4,2190,1688,206,56
G0025665,4,2370,1640,58,26
G0025665,4,2590,1732,76,22
G0025665,4,3036,1758,208,98
G0025665,4,2190,1688,206,56
G0025665,4,2370,1640,58,26
G0025665,4,2590,1732,76,22
G0025824,1,2586,1784,150,42
G0025824,1,2586,1784,150,42
G0025836,4,2342,1672,112,36
G0025836,4,2198,1584,102,18
G0025836,4,2136,1540,46,12
G0025836,4,2238,1542,36,8
G0025836,4,2342,1672,112,36
G0025836,4,2198,1584,102,18
G0025836,4,2136,1540,46,12
G0025836,4,2238,1542,36,8
G0026517,2,3208,1614,94,20
G0026517,2,2826,1494,62,14
G0026517,2,3208,1614,94,20
G0026517,2,2826,1494,62,14
G0026518,2,3124,1702,122,32
G0026518,2,2514,1528,78,20
G0026518,2,3124,1702,122,32
G0026518,2,2514,1528,78,20
G0026951,1,830,1720,138,36
G0026951,1,830,1720,138,36
G0026952,1,830,1760,164,40
G0026952,1,830,1760,164,40
G0026953,1,998,1780,192,56
G0026953,1,998,1780,192,56
G0026954,1,1206,1818,224,66
G0026954,1,1206,1818,224,66
G0026955,1,1454,1850,272,92
G0026955,1,1454,1850,272,92
G0027030,1,1348,1238,60,12
G0027031,2,1248,1328,70,10
G0027031,2,1240,1240,70,14
G0027033,2,64,1644,288,84
G0027033,2,816,1302,124,18
G0027034,1,334,1376,186,34
G0027047,1,2060,1570,122,24
G0027047,1,2060,1570,122,24
G0027048,1,2140,1630,172,48
G0027048,1,2140,1630,172,48
G0027049,1,2308,1784,288,114
G0027049,1,2308,1784,288,114
G0027225,4,1652,1566,298,80
G0027225,4,2806,1466,226,52
G0027225,4,2832,1280,120,20
G0027225,4,3078,1270,178,26
G0027226,4,3064,1612,320,90
G0027226,4,2822,1496,160,30
G0027226,4,2886,1308,132,30
G0027226,4,3108,1290,232,34
G0027269,11,2774,1534,80,16
G0027269,11,1864,1572,76,18
G0027269,11,1990,1546,98,16
G0027269,11,2276,1538,100,12
G0027269,11,2412,1528,76,14
G0027269,11,2374,1524,32,14
G0027269,11,2222,1614,52,14
G0027269,11,2182,1592,54,26
G0027269,11,1988,1544,98,20
G0027269,11,1870,1576,68,16
G0027269,11,1970,1598,46,10
G0027269,11,2774,1534,80,16
G0027269,11,1864,1572,76,18
G0027269,11,1990,1546,98,16
G0027269,11,2276,1538,100,12
G0027269,11,2412,1528,76,14
G0027269,11,2374,1524,32,14
G0027269,11,2222,1614,52,14
G0027269,11,2182,1592,54,26
G0027269,11,1988,1544,98,20
G0027269,11,1870,1576,68,16
G0027269,11,1970,1598,46,10
G0027270,10,3166,1598,88,22
G0027270,10,2620,1574,120,24
G0027270,10,2558,1572,58,12
G0027270,10,2446,1588,144,22
G0027270,10,2048,1586,128,30
G0027270,10,1882,1642,106,14
G0027270,10,2026,1682,86,20
G0027270,10,2348,1708,90,36
G0027270,10,2432,1744,90,30
G0027270,10,2246,1664,62,14
G0027270,10,3166,1598,88,22
G0027270,10,2620,1574,120,24
G0027270,10,2558,1572,58,12
G0027270,10,2446,1588,144,22
G0027270,10,2048,1586,128,30
G0027270,10,1882,1642,106,14
G0027270,10,2026,1682,86,20
G0027270,10,2348,1708,90,36
G0027270,10,2432,1744,90,30
G0027270,10,2246,1664,62,14
G0027271,8,2116,1880,126,44
G0027271,8,2488,1852,116,36
G0027271,8,2814,1972,92,40
G0027271,8,1876,1758,156,44
G0027271,8,2126,1666,186,46
G0027271,8,2730,1674,202,50
G0027271,8,2852,1644,82,20
G0027271,8,2972,1656,172,40
G0027271,8,2116,1880,126,44
G0027271,8,2488,1852,116,36
G0027271,8,2814,1972,92,40
G0027271,8,1876,1758,156,44
G0027271,8,2126,1666,186,46
G0027271,8,2730,1674,202,50
G0027271,8,2852,1644,82,20
G0027271,8,2972,1656,172,40
G0027278,3,1850,1556,90,24
G0027278,3,2156,1506,80,14
G0027278,3,2104,1564,26,10
G0027278,3,1850,1556,90,24
G0027278,3,2156,1506,80,14
G0027278,3,2104,1564,26,10
G0027280,5,2272,1678,50,20
G0027280,5,1814,1634,148,32
G0027280,5,2280,1538,114,16
G0027280,5,2182,1510,38,16
G0027280,5,2034,1522,62,14
G0027280,5,2272,1678,50,20
G0027280,5,1814,1634,148,32
G0027280,5,2280,1538,114,16
G0027280,5,2182,1510,38,16
G0027280,5,2034,1522,62,14
G0027281,6,2588,1896,122,70
G0027281,6,1750,1768,248,100
G0027281,6,2410,1574,162,24
G0027281,6,2400,1544,54,18
G0027281,6,2256,1532,56,18
G0027281,6,2068,1548,80,16
G0027281,6,2588,1896,122,70
G0027281,6,1750,1768,248,100
G0027281,6,2410,1574,162,24
G0027281,6,2400,1544,54,18
G0027281,6,2256,1532,56,18
G0027281,6,2068,1548,80,16
G0027282,5,2650,1656,238,52
G0027282,5,2592,1606,86,28
G0027282,5,2376,1582,78,28
G0027282,5,2114,1606,130,26
G0027282,5,1928,1478,66,16
G0027282,5,2650,1656,238,52
G0027282,5,2592,1606,86,28
G0027282,5,2376,1582,78,28
G0027282,5,2114,1606,130,26
G0027282,5,1928,1478,66,16
G0027283,4,3040,1748,152,48
G0027283,4,2616,1684,126,44
G0027283,4,2220,1722,208,54
G0027283,4,1912,1492,82,16
G0027283,4,3040,1748,152,48
G0027283,4,2616,1684,126,44
G0027283,4,2220,1722,208,54
G0027283,4,1912,1492,82,16
G0027285,1,1902,1524,116,24
G0027285,1,1902,1524,116,24
G0027286,1,1876,1574,158,24
G0027286,1,1876,1574,158,24
G0027287,1,1814,1646,230,44
G0027287,1,1814,1646,230,44
G0027288,1,1668,1826,414,144
G0027288,1,1668,1826,414,144
G0027309,1,1818,1244,36,12
G0027310,1,1802,1266,34,12
G0027311,1,1784,1274,40,12
G0027312,1,1776,1300,42,12
G0027313,1,1758,1310,46,18
G0027314,1,1724,1300,60,20
G0027315,1,1676,1330,84,24
G0027316,1,1594,1378,110,28
G0027408,1,2312,1566,184,30
G0027408,1,2312,1566,184,30
G0027409,1,2622,1698,308,70
G0027409,1,2622,1698,308,70
G0027413,3,2674,1714,222,60
G0027413,3,2312,1744,132,62
G0027413,3,2056,1612,174,26
G0027413,3,2674,1714,222,60
G0027413,3,2312,1744,132,62
G0027413,3,2056,1612,174,26
G0027414,2,2150,1784,328,74
G0027414,2,2720,1576,130,24
G0027414,2,2150,1784,328,74
G0027414,2,2720,1576,130,24
G0027506,7,2604,1870,328,86
G0027506,7,2230,1908,318,82
G0027506,7,3112,1686,112,28
G0027506,7,2930,1714,74,20
G0027506,7,2716,1668,52,28
G0027506,7,2616,1654,50,14
G0027506,7,1678,1784,96,22
G0027506,7,2604,1870,328,86
G0027506,7,2230,1908,318,82
G0027506,7,3112,1686,112,28
G0027506,7,2930,1714,74,20
G0027506,7,2716,1668,52,28
G0027506,7,2616,1654,50,14
G0027506,7,1678,1784,96,22
G0027515,1,1886,1472,38,10
G0027515,1,1886,1472,38,10
G0027527,4,1722,1784,128,54
G0027527,4,1854,1718,136,40
G0027527,4,1976,1568,188,24
G0027527,4,1752,1652,86,26
G0027527,4,1722,1784,128,54
G0027527,4,1854,1718,136,40
G0027527,4,1976,1568,188,24
G0027527,4,1752,1652,86,26
G0027529,4,2114,1686,338,58
G0027529,4,2506,1732,116,44
G0027529,4,2602,1804,78,34
G0027529,4,2890,1930,88,54
G0027529,4,2114,1686,338,58
G0027529,4,2506,1732,116,44
G0027529,4,2602,1804,78,34
G0027529,4,2890,1930,88,54
G0027590,1,1894,1566,68,16
G0027590,1,1894,1566,68,16
G0027591,3,1864,1648,112,28
G0027591,3,2884,1606,98,26
G0027591,3,2710,1590,154,46
G0027591,3,1864,1648,112,28
G0027591,3,2884,1606,98,26
G0027591,3,2710,1590,154,46
G0027630,1,2830,1646,84,32
G0027630,1,2830,1646,84,32
G0027662,1,2400,1800,228,98
G0027662,1,2400,1800,228,98
G0027797,5,2070,1390,60,32
G0027797,5,2532,1344,84,22
G0027797,5,2308,1296,38,10
G0027797,5,2214,1272,26,12
G0027797,5,2154,1276,32,12
G0027798,6,2180,1518,168,84
G0027798,6,2756,1408,128,36
G0027798,6,2418,1322,56,26
G0027798,6,2210,1304,44,12
G0027798,6,2282,1298,36,10
G0027798,6,1830,1452,60,16
G0027799,6,1768,1656,118,40
G0027799,6,1884,1462,104,28
G0027799,6,1848,1364,172,18
G0027799,6,3136,1532,182,54
G0027799,6,2580,1386,76,24
G0027799,6,2288,1342,62,14
G0027800,3,1822,1440,222,30
G0027800,3,2406,1404,64,20
G0027800,3,2820,1486,80,22
G0027802,2,2904,1626,186,60
G0027802,2,1238,1600,244,104
G0027821,1,2100,1288,32,12
G0027822,2,1454,1498,64,28
G0027822,2,2160,1318,32,12
G0027823,1,2276,1382,50,16
G0027824,1,2574,1552,88,42
G0027849,2,2406,1448,114,20
G0027849,2,2336,1394,44,16
G0027850,1,2290,1258,40,12
G0027854,2,3426,1580,158,46
G0027854,2,2676,1224,80,12
G0027855,1,2790,1230,86,12
G0027858,1,3282,1292,108,18
G0027859,1,2142,1596,188,40
G0027859,1,2142,1596,188,40
G0027860,1,2258,1660,210,54
G0027860,1,2258,1660,210,54
G0027861,1,2302,1708,296,76
G0027861,1,2302,1708,296,76
G0027878,6,74,1910,62,22
G0027878,6,102,1898,48,12
G0027878,6,138,1876,82,40
G0027878,6,352,1852,84,22
G0027878,6,336,1876,54,20
G0027878,6,1240,1644,86,20
G0027878,6,74,1910,62,22
G0027878,6,102,1898,48,12
G0027878,6,138,1876,82,40
G0027878,6,352,1852,84,22
G0027878,6,336,1876,54,20
G0027878,6,1240,1644,86,20
G0027879,1,932,1762,160,38
G0027879,1,932,1762,160,38
G0027889,1,1822,1480,60,14
G0027889,1,1822,1480,60,14
G0027890,1,1794,1566,102,36
G0027890,1,1794,1566,102,36
G0027891,3,1698,1878,136,48
G0027891,3,1838,1486,94,26
G0027891,3,1754,1526,86,22
G0027891,3,1698,1878,136,48
G0027891,3,1838,1486,94,26
G0027891,3,1754,1526,86,22
G0027892,2,1590,1748,190,60
G0027892,2,1798,1612,142,60
G0027892,2,1590,1748,190,60
G0027892,2,1798,1612,142,60
G0027894,1,2454,1638,122,28
G0027894,1,2454,1638,122,28
G0027895,1,2634,1754,284,90
G0027895,1,2634,1754,284,90
G0027896,1,1836,1474,64,10
G0027896,1,1836,1474,64,10
G0027931,5,1386,1584,94,24
G0027931,5,1484,1600,98,18
G0027931,5,1854,1600,230,12
G0027931,5,1852,1620,168,20
G0027931,5,3138,1552,88,24
G0027931,5,1386,1584,94,24
G0027931,5,1484,1600,98,18
G0027931,5,1854,1600,230,12
G0027931,5,1852,1620,168,20
G0027931,5,3138,1552,88,24
G0027932,4,1918,1642,330,26
G0027932,4,1898,1676,252,36
G0027932,4,1448,1626,116,30
G0027932,4,1338,1602,112,34
G0027932,4,1918,1642,330,26
G0027932,4,1898,1676,252,36
G0027932,4,1448,1626,116,30
G0027932,4,1338,1602,112,34
G0027933,4,1070,1680,146,42
G0027933,4,1172,1728,158,40
G0027933,4,1784,1752,440,44
G0027933,4,1758,1804,460,72
G0027933,4,1070,1680,146,42
G0027933,4,1172,1728,158,40
G0027933,4,1784,1752,440,44
G0027933,4,1758,1804,460,72
G0027934,3,578,1754,178,60
G0027934,3,632,1830,234,66
G0027934,3,1312,1886,1058,90
G0027934,3,578,1754,178,60
G0027934,3,632,1830,234,66
G0027934,3,1312,1886,1058,90
G0027976,2,2952,1782,230,86
G0027976,2,1590,1628,118,20
G0027976,2,2952,1782,230,86
G0027976,2,1590,1628,118,20
G0027977,1,1362,1786,230,54
G0027977,1,1362,1786,230,54
G0027989,3,2158,1612,70,20
G0027989,3,2278,1552,50,14
G0027989,3,2150,1486,44,12
G0027989,3,2158,1612,70,20
G0027989,3,2278,1552,50,14
G0027989,3,2150,1486,44,12
G0027990,3,2274,1808,168,46
G0027990,3,2400,1648,60,18
G0027990,3,2144,1512,64,16
G0027990,3,2274,1808,168,46
G0027990,3,2400,1648,60,18
G0027990,3,2144,1512,64,16
G0027991,2,2880,1938,110,42
G0027991,2,2168,1554,78,18
G0027991,2,2880,1938,110,42
G0027991,2,2168,1554,78,18
G0027992,1,2258,1626,128,34
G0027992,1,2258,1626,128,34
G0027993,1,2576,1872,324,96
G0027993,1,2576,1872,324,96
G0028002,2,2068,1648,468,74
G0028002,2,2090,1536,48,14
G0028002,2,2068,1648,468,74
G0028002,2,2090,1536,48,14
G0028142,1,2716,1832,264,88
G0028142,1,2716,1832,264,88
G0028159,2,2722,1774,264,100
G0028159,2,2810,1656,226,70
G0028159,2,2722,1774,264,100
G0028159,2,2810,1656,226,70
G0028201,1,1852,1542,244,88
G0028258,1,1880,1262,48,10
G0028259,3,776,1596,162,70
G0028259,3,1188,1436,80,54
G0028259,3,1866,1266,58,16
G0028260,1,1846,1312,78,20
G0028261,1,1812,1388,134,22
G0028265,1,1854,1264,82,18
G0028267,3,1828,1368,64,16
G0028267,3,1900,1338,42,16
G0028267,3,2120,1224,38,14
G0028268,4,2696,1632,146,72
G0028268,4,1780,1514,102,30
G0028268,4,1904,1440,74,34
G0028268,4,2162,1234,42,10
G0028269,1,2200,1252,50,14
G0028270,1,2230,1262,68,14
G0028271,2,2268,1290,88,20
G0028271,2,1760,1220,38,10
G0028272,2,2324,1340,104,32
G0028272,2,1696,1234,46,12
G0028273,2,2352,1432,168,42
G0028273,2,1580,1256,48,14
G0028274,2,2476,1528,248,86
G0028274,2,1450,1256,58,14
G0028275,1,1428,1272,62,12
G0028276,1,1418,1270,78,18
G0028277,1,1408,1288,82,18
G0028279,1,1344,1320,106,32
G0028283,1,1194,1366,142,50
G0028284,2,1120,1402,160,52
G0028284,2,1524,1338,72,12
G0028286,3,706,1500,240,84
G0028286,3,1350,1382,104,18
G0028286,3,1136,1352,58,22
G0028287,3,206,1632,340,116
G0028287,3,1176,1442,150,30
G0028287,3,930,1396,102,32
G0028288,2,874,1542,214,56
G0028288,2,638,1456,146,46
G0028289,2,162,1574,232,72
G0028289,2,2480,1330,48,18
G0028303,1,2570,1634,170,44
G0028303,1,2570,1634,170,44
G0028304,1,2630,1658,192,56
G0028304,1,2630,1658,192,56
G0028337,1,2074,1308,74,16
G0028338,1,2158,1390,80,34
G0028339,2,2338,1596,166,68
G0028339,2,3342,1442,54,20
G0028367,1,1450,1576,214,56
G0028367,1,1450,1576,214,56
G0028392,5,530,1852,156,56
G0028392,5,544,1670,48,12
G0028392,5,644,1592,72,16
G0028392,5,758,1606,58,16
G0028392,5,970,1580,90,18
G0028392,5,530,1852,156,56
G0028392,5,544,1670,48,12
G0028392,5,644,1592,72,16
G0028392,5,758,1606,58,16
G0028392,5,970,1580,90,18
G0028398,4,2516,1860,124,58
G0028398,4,3476,1610,166,46
G0028398,4,2956,1636,200,40
G0028398,4,2698,1528,174,28
G0028398,4,2516,1860,124,58
G0028398,4,3476,1610,166,46
G0028398,4,2956,1636,200,40
G0028398,4,2698,1528,174,28
G0028399,1,3226,1536,180,36
G0028399,1,3226,1536,180,36
G0028409,1,1782,1208,24,8
G0028410,1,1766,1210,20,6
G0028411,1,1752,1218,26,8
G0028412,1,1726,1222,44,12
G0028413,1,1698,1224,44,12
G0028414,1,1656,1228,68,16
G0028415,1,1606,1250,80,18
G0028416,1,1526,1290,102,26
G0028417,1,1406,1342,138,26
G0028434,3,2454,1602,98,20
G0028434,3,618,1730,78,12
G0028434,3,848,1678,96,20
G0028434,3,2454,1602,98,20
G0028434,3,618,1730,78,12
G0028434,3,848,1678,96,20
G0028435,3,3344,1636,166,50
G0028435,3,816,1784,116,22
G0028435,3,1142,1718,148,20
G0028435,3,3344,1636,166,50
G0028435,3,816,1784,116,22
G0028435,3,1142,1718,148,20
G0028436,1,1524,1738,184,42
G0028436,1,1524,1738,184,42
G0028437,1,1970,1834,278,72
G0028437,1,1970,1834,278,72
G0028470,2,3162,1574,150,28
G0028470,2,3530,1496,66,18
G0028470,2,3162,1574,150,28
G0028470,2,3530,1496,66,18
G0028471,2,2900,1574,134,22
G0028471,2,3268,1494,68,16
G0028471,2,2900,1574,134,22
G0028471,2,3268,1494,68,16
G0028472,2,2754,1570,136,18
G0028472,2,3130,1490,60,18
G0028472,2,2754,1570,136,18
G0028472,2,3130,1490,60,18
G0028473,2,2690,1568,144,26
G0028473,2,3068,1490,66,18
G0028473,2,2690,1568,144,26
G0028473,2,3068,1490,66,18
G0028479,2,2164,1686,202,30
G0028479,2,2608,1566,72,20
G0028479,2,2164,1686,202,30
G0028479,2,2608,1566,72,20
G0028480,2,1858,1776,232,46
G0028480,2,2372,1608,84,22
G0028480,2,1858,1776,232,46
G0028480,2,2372,1608,84,22
G0028481,1,2264,1680,104,32
G0028481,1,2264,1680,104,32
G0028486,1,2002,1472,58,18
G0028486,1,2002,1472,58,18
G0028487,1,2012,1500,74,14
G0028487,1,2012,1500,74,14
G0028488,3,2050,1554,110,30
G0028488,3,1970,1500,84,20
G0028488,3,1908,1478,100,20
G0028488,3,2050,1554,110,30
G0028488,3,1970,1500,84,20
G0028488,3,1908,1478,100,20
G0028489,3,2152,1658,182,52
G0028489,3,1996,1540,122,30
G0028489,3,1920,1504,124,28
G0028489,3,2152,1658,182,52
G0028489,3,1996,1540,122,30
G0028489,3,1920,1504,124,28
G0028490,3,2088,1616,180,54
G0028490,3,1956,1550,172,42
G0028490,3,1936,1474,82,14
G0028490,3,2088,1616,180,54
G0028490,3,1956,1550,172,42
G0028490,3,1936,1474,82,14
G0028492,1,1844,1738,238,66
G0028492,1,1844,1738,238,66
G0028503,1,2204,1494,72,20
G0028503,1,2204,1494,72,20
G0028504,4,2358,1586,176,54
G0028504,4,1780,1514,94,22
G0028504,4,1962,1474,214,26
G0028504,4,1786,1474,50,16
G0028504,4,2358,1586,176,54
G0028504,4,1780,1514,94,22
G0028504,4,1962,1474,214,26
G0028504,4,1786,1474,50,16
G0028505,4,1756,1616,168,34
G0028505,4,2016,1516,312,58
G0028505,4,1922,1480,80,18
G0028505,4,1746,1522,102,20
G0028505,4,1756,1616,168,34
G0028505,4,2016,1516,312,58
G0028505,4,1922,1480,80,18
G0028505,4,1746,1522,102,20
G0028506,4,2122,1632,590,128
G0028506,4,2392,1598,266,70
G0028506,4,1962,1534,114,28
G0028506,4,1654,1638,230,36
G0028506,4,2122,1632,590,128
G0028506,4,2392,1598,266,70
G0028506,4,1962,1534,114,28
G0028506,4,1654,1638,230,36
G0028507,1,2032,1678,196,42
G0028507,1,2032,1678,196,42
G0028509,1,2276,1532,98,24
G0028509,1,2276,1532,98,24
G0028510,2,2520,1656,190,62
G0028510,2,2450,1604,140,56
G0028510,2,2520,1656,190,62
G0028510,2,2450,1604,140,56
G0028512,1,1986,1502,140,16
G0028512,1,1986,1502,140,16
G0028513,1,2094,1542,172,18
G0028513,1,2094,1542,172,18
G0028514,1,2312,1698,318,42
G0028514,1,2312,1698,318,42
G0028520,4,1772,1640,68,22
G0028520,4,1704,1544,94,24
G0028520,4,1528,1572,102,24
G0028520,4,1068,1558,104,22
G0028520,4,1772,1640,68,22
G0028520,4,1704,1544,94,24
G0028520,4,1528,1572,102,24
G0028520,4,1068,1558,104,22
G0028521,4,1568,1750,112,34
G0028521,4,756,1598,116,34
G0028521,4,1288,1622,138,38
G0028521,4,1522,1570,114,36
G0028521,4,1568,1750,112,34
G0028521,4,756,1598,116,34
G0028521,4,1288,1622,138,38
G0028521,4,1522,1570,114,36
G0028522,3,738,1734,208,54
G0028522,3,102,1672,202,46
G0028522,3,1098,1652,146,46
G0028522,3,738,1734,208,54
G0028522,3,102,1672,202,46
G0028522,3,1098,1652,146,46
G0028523,1,290,1810,180,70
G0028523,1,290,1810,180,70
G0028525,5,1128,1850,130,50
G0028525,5,1362,1826,76,16
G0028525,5,1466,1760,58,16
G0028525,5,1582,1716,108,32
G0028525,5,1620,1640,262,46
G0028525,5,1128,1850,130,50
G0028525,5,1362,1826,76,16
G0028525,5,1466,1760,58,16
G0028525,5,1582,1716,108,32
G0028525,5,1620,1640,262,46
G0028543,2,1744,1328,80,18
G0028543,2,1810,1314,38,14
G0028544,2,1666,1350,78,18
G0028544,2,1744,1330,50,18
G0028545,2,1546,1374,104,28
G0028545,2,1646,1348,66,20
G0028595,1,2118,1554,68,22
G0028595,1,2118,1554,68,22
G0028596,2,2532,1818,156,74
G0028596,2,1930,1486,28,14
G0028596,2,2532,1818,156,74
G0028596,2,1930,1486,28,14
G0028597,2,1922,1506,74,16
G0028597,2,2032,1570,40,16
G0028597,2,1922,1506,74,16
G0028597,2,2032,1570,40,16
G0028598,1,2026,1612,114,44
G0028598,1,2026,1612,114,44
G0028603,9,3272,1562,132,22
G0028603,9,3418,1562,70,28
G0028603,9,2854,1520,86,12
G0028603,9,2878,1508,58,12
G0028603,9,2616,1524,58,18
G0028603,9,2676,1592,74,30
G0028603,9,2516,1630,102,50
G0028603,9,2566,1598,102,28
G0028603,9,2862,1596,116,38
G0028603,9,3272,1562,132,22
G0028603,9,3418,1562,70,28
G0028603,9,2854,1520,86,12
G0028603,9,2878,1508,58,12
G0028603,9,2616,1524,58,18
G0028603,9,2676,1592,74,30
G0028603,9,2516,1630,102,50
G0028603,9,2566,1598,102,28
G0028603,9,2862,1596,116,38
G0028604,2,3344,1662,110,40
G0028604,2,1700,1622,56,18
G0028604,2,3344,1662,110,40
G0028604,2,1700,1622,56,18
G0028609,1,264,1838,140,44
G0028609,1,264,1838,140,44
G0028611,2,2144,1620,110,46
G0028611,2,2718,1808,94,42
G0028611,2,2144,1620,110,46
G0028611,2,2718,1808,94,42
G0028714,3,2156,1358,84,24
G0028714,3,2014,1350,52,16
G0028714,3,654,1298,90,12
G0028715,3,2508,1462,198,62
G0028715,3,2394,1452,66,24
G0028715,3,744,1314,108,22
G0028716,3,3274,1606,252,114
G0028716,3,3050,1578,102,44
G0028716,3,924,1352,122,28
G0028750,1,1916,1262,30,10
G0028751,1,1922,1290,58,12
G0028752,1,1932,1334,62,16
G0028753,1,1944,1390,70,20
G0028754,1,1952,1460,100,30
G0028755,1,1962,1532,106,42
G0028756,1,1974,1614,122,48
G0028761,1,2526,1338,38,10
G0028762,1,2634,1352,46,14
G0028763,1,2796,1384,66,16
G0028764,1,3068,1446,60,26
G0028765,4,2536,1468,94,24
G0028765,4,3484,1576,98,36
G0028765,4,2392,1390,70,18
G0028765,4,2372,1368,46,16
G0028766,3,2904,1636,92,26
G0028766,3,2606,1476,78,26
G0028766,3,2542,1432,70,24
G0028767,1,2888,1606,116,36
G0028814,3,1712,1626,162,68
G0028814,3,1566,1608,124,66
G0028814,3,2292,1532,238,74
G0028817,4,1738,1596,208,68
G0028817,4,2118,1560,188,48
G0028817,4,992,1866,100,70
G0028817,4,1074,1732,96,80
G0028817,4,1738,1596,208,68
G0028817,4,2118,1560,188,48
G0028817,4,992,1866,100,70
G0028817,4,1074,1732,96,80
G0028836,2,2288,1468,114,38
G0028836,2,2386,1326,90,22
G0028837,2,1322,1432,88,32
G0028837,2,2522,1420,128,42
G0028838,2,1024,1604,140,44
G0028838,2,2790,1560,216,60
G0028846,1,2328,1358,64,26
G0028848,2,1948,1378,60,16
G0028848,2,1944,1342,42,10
G0028849,2,1974,1522,108,40
G0028849,2,1966,1440,66,22
G0028887,3,1714,1356,52,12
G0028887,3,2324,1366,54,14
G0028887,3,1836,1310,62,12
G0028888,3,2408,1400,56,16
G0028888,3,1656,1380,58,16
G0028888,3,1808,1314,60,16
G0028889,3,2548,1444,80,20
G0028889,3,1556,1406,80,22
G0028889,3,1764,1308,86,20
G0028890,3,2856,1578,118,32
G0028890,3,1360,1504,106,28
G0028890,3,1706,1332,100,26
G0028891,1,1580,1440,140,32
G0028892,1,1322,1600,234,82
G0028893,1,2538,1412,68,22
G0028894,1,2908,1538,86,30
G0028898,1,1608,1402,34,14
G0028900,1,2424,1356,46,14
G0028901,1,2764,1496,66,22
G0028907,2,2056,1408,56,14
G0028907,2,2136,1380,54,16
G0028908,1,2334,1628,108,40
G0028932,2,1788,1314,74,16
G0028932,2,1940,1346,54,14
G0028933,2,1948,1438,72,18
G0028933,2,1762,1388,86,18
G0028934,2,1970,1516,90,30
G0028934,2,1710,1430,110,30
G0028935,1,1634,1544,172,56
G0028950,1,1872,1244,48,12
G0028951,1,1876,1266,48,14
G0028952,1,1862,1310,68,18
G0028976,1,1566,1620,98,28
G0028976,1,1566,1620,98,28
G0028977,1,1392,1704,134,52
G0028977,1,1392,1704,134,52
G0028991,3,502,1576,108,32
G0028991,3,714,1562,106,18
G0028991,3,2082,1476,62,16
G0028991,3,502,1576,108,32
G0028991,3,714,1562,106,18
G0028991,3,2082,1476,62,16
G0028992,3,326,1596,118,50
G0028992,3,564,1582,116,34
G0028992,3,2082,1478,70,18
G0028992,3,326,1596,118,50
G0028992,3,564,1582,116,34
G0028992,3,2082,1478,70,18
G0028993,3,1970,1502,110,34
G0028993,3,1948,1344,74,20
G0028993,3,1818,1346,56,14
G0028995,1,1474,1436,180,32
G0028997,2,854,1672,200,56
G0028997,2,1306,1612,168,50
G0028997,2,854,1672,200,56
G0028997,2,1306,1612,168,50
G0028998,2,946,1714,234,74
G0028998,2,1488,1648,210,64
G0028998,2,946,1714,234,74
G0028998,2,1488,1648,210,64
G0029049,2,2288,1706,156,42
G0029049,2,2570,1684,186,64
G0029049,2,2288,1706,156,42
G0029049,2,2570,1684,186,64
G0029050,1,2440,1874,318,94
G0029050,1,2440,1874,318,94
G0029060,1,1718,1594,134,32
G0029060,1,1718,1594,134,32
G0029079,2,2284,1306,70,12
G0029079,2,2056,1290,54,10
G0029081,2,2926,1506,220,48
G0029081,2,2266,1406,108,22
G0029084,1,2100,1310,32,12
G0029085,2,2222,1400,104,24
G0029085,2,2196,1386,52,14
G0029086,1,2446,1600,126,36
G0029088,1,2546,1696,166,64
G0029088,1,2546,1696,166,64
G0029156,2,2510,1616,136,26
G0029156,2,2930,1594,66,14
G0029156,2,2510,1616,136,26
G0029156,2,2930,1594,66,14
G0029157,2,2866,1694,196,44
G0029157,2,3404,1652,86,22
G0029157,2,2866,1694,196,44
G0029157,2,3404,1652,86,22
G0029191,1,2140,1548,48,14
G0029191,1,2140,1548,48,14
G0029193,5,1616,1698,102,34
G0029193,5,1716,1558,54,12
G0029193,5,2246,1528,102,20
G0029193,5,1998,1530,36,14
G0029193,5,1876,1538,50,12
G0029193,5,1616,1698,102,34
G0029193,5,1716,1558,54,12
G0029193,5,2246,1528,102,20
G0029193,5,1998,1530,36,14
G0029193,5,1876,1538,50,12
G0029194,5,954,1900,152,58
G0029194,5,1306,1602,44,14
G0029194,5,1958,1552,138,32
G0029194,5,1636,1570,58,14
G0029194,5,1504,1570,68,16
G0029194,5,954,1900,152,58
G0029194,5,1306,1602,44,14
G0029194,5,1958,1552,138,32
G0029194,5,1636,1570,58,14
G0029194,5,1504,1570,68,16
G0029195,4,1528,1646,186,38
G0029195,4,1128,1644,84,18
G0029195,4,952,1640,120,18
G0029195,4,698,1678,70,26
G0029195,4,1528,1646,186,38
G0029195,4,1128,1644,84,18
G0029195,4,952,1640,120,18
G0029195,4,698,1678,70,26
G0029203,1,1966,1528,160,42
G0029225,7,2544,1778,134,56
G0029225,7,2392,1738,124,44
G0029225,7,2170,1762,146,64
G0029225,7,2540,1578,324,60
G0029225,7,3062,1764,124,76
G0029225,7,3108,1606,138,36
G0029225,7,3114,1566,140,40
G0029225,7,2544,1778,134,56
G0029225,7,2392,1738,124,44
G0029225,7,2170,1762,146,64
G0029225,7,2540,1578,324,60
